locus_tag	ftype	length_bp	gene	EC_number	COG	product
BJKHBEAE_00318	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
BJKHBEAE_00319	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
BJKHBEAE_00320	CDS	765	ydhT			putative protein YdhT
BJKHBEAE_00321	CDS	1605				hypothetical protein
BJKHBEAE_00322	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
BJKHBEAE_00323	tRNA	77				tRNA-Val(gac)
BJKHBEAE_00324	tRNA	77				tRNA-Val(gac)
BJKHBEAE_00325	CDS	1257	CRAC			Autotransporter CRAC
BJKHBEAE_00326	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
BJKHBEAE_00327	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
BJKHBEAE_00328	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
BJKHBEAE_00329	CDS	1212	punC		COG2814	Purine nucleoside transporter
BJKHBEAE_00330	CDS	933	punR		COG0583	HTH-type transcriptional regulator PunR
BJKHBEAE_00331	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
BJKHBEAE_00332	CDS	90	ynhF			putative protein YnhF
BJKHBEAE_00333	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
BJKHBEAE_00334	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
BJKHBEAE_00335	CDS	816	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
BJKHBEAE_00336	CDS	348	grxD		COG0278	Glutaredoxin 4
BJKHBEAE_00337	CDS	4617	lhr	3.2.2.27	COG1201	Lhr helicase/uracil glycosylase
BJKHBEAE_00338	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
BJKHBEAE_00339	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
BJKHBEAE_00340	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
BJKHBEAE_00341	CDS	600	nemR		COG1309	HTH-type transcriptional repressor NemR
BJKHBEAE_00342	CDS	240				hypothetical protein
BJKHBEAE_00343	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
BJKHBEAE_00344	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
BJKHBEAE_00345	CDS	2013	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
BJKHBEAE_00346	CDS	858	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
BJKHBEAE_00347	CDS	237				hypothetical protein
BJKHBEAE_00348	CDS	435	slyA			Transcriptional regulator SlyA
BJKHBEAE_00349	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
BJKHBEAE_00350	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
BJKHBEAE_00351	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
BJKHBEAE_00352	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
BJKHBEAE_00353	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
BJKHBEAE_00354	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
BJKHBEAE_00355	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
BJKHBEAE_00356	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
BJKHBEAE_00357	CDS	201				hypothetical protein
BJKHBEAE_00358	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
BJKHBEAE_00359	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
BJKHBEAE_00360	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
BJKHBEAE_00361	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
BJKHBEAE_00362	CDS	204				hypothetical protein
BJKHBEAE_00363	CDS	276				hypothetical protein
BJKHBEAE_00364	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
BJKHBEAE_00365	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
BJKHBEAE_00366	CDS	441	ydgK			Inner membrane protein YdgK
BJKHBEAE_00367	CDS	216	cnu			OriC-binding nucleoid-associated protein
BJKHBEAE_00368	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
BJKHBEAE_00369	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
BJKHBEAE_00370	CDS	1173	malY		COG1168	Protein MalY
BJKHBEAE_00371	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
BJKHBEAE_00372	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
BJKHBEAE_00373	CDS	768	hdhA	1.1.1.159	COG1028	7alpha-hydroxysteroid dehydrogenase
BJKHBEAE_00374	CDS	579	uidR		COG1309	HTH-type transcriptional regulator UidR
BJKHBEAE_00375	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
BJKHBEAE_00376	CDS	1374	uidB		COG2211	Glucuronide carrier protein 
BJKHBEAE_00377	CDS	1266	uidC			Membrane-associated protein UidC
BJKHBEAE_00378	CDS	96				hypothetical protein
BJKHBEAE_00379	CDS	1509	ydgA_1		COG5339	Protein YdgA
BJKHBEAE_00380	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
BJKHBEAE_00381	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
BJKHBEAE_00382	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
BJKHBEAE_00383	CDS	930	tus			DNA replication terminus site-binding protein
BJKHBEAE_00384	CDS	1302	rstB	2.7.13.3	COG2205	Sensor protein RstB
BJKHBEAE_00385	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
BJKHBEAE_00386	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
BJKHBEAE_00387	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
BJKHBEAE_00388	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
BJKHBEAE_00389	CDS	945	ydgH			Protein YdgH
BJKHBEAE_00390	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
BJKHBEAE_00391	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
BJKHBEAE_00392	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
BJKHBEAE_00393	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
BJKHBEAE_00394	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
BJKHBEAE_00395	CDS	822	ydgD	3.4.21.-	COG3591	putative serine protease YdgD
BJKHBEAE_00396	CDS	309	asr			Acid shock protein
BJKHBEAE_00397	CDS	1254	ynfM		COG2814	Inner membrane transport protein YnfM
BJKHBEAE_00398	CDS	894	hcaR_1		COG0583	Hca operon transcriptional activator HcaR
BJKHBEAE_00399	CDS	1221	mlc_1		COG1940	DNA-binding transcriptional repressor Mlc
BJKHBEAE_00400	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
BJKHBEAE_00401	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
BJKHBEAE_00402	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
BJKHBEAE_00403	CDS	855	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
BJKHBEAE_00404	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
BJKHBEAE_00405	CDS	2397	ynfF	1.8.99.-	COG0243	putative dimethyl sulfoxide reductase chain YnfF
BJKHBEAE_00406	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
BJKHBEAE_00407	CDS	306	ynfD			putative protein YnfD
BJKHBEAE_00408	CDS	747				hypothetical protein
BJKHBEAE_00409	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
BJKHBEAE_00410	CDS	342				hypothetical protein
BJKHBEAE_00411	CDS	327				hypothetical protein
BJKHBEAE_00412	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
BJKHBEAE_00413	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
BJKHBEAE_00414	CDS	1197	intQ_1		COG0582	Putative defective protein IntQ
BJKHBEAE_00415	CDS	306	gfcA			Threonine-rich inner membrane protein GfcA
BJKHBEAE_00416	CDS	645	gfcB_1			putative lipoprotein GfcB
BJKHBEAE_00417	CDS	747				hypothetical protein
BJKHBEAE_00418	CDS	2097				hypothetical protein
BJKHBEAE_00419	CDS	1140	wza_1		COG1596	Putative polysaccharide export protein Wza
BJKHBEAE_00420	CDS	447	etp	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
BJKHBEAE_00421	CDS	2181	etk	2.7.10.-	COG0489	Tyrosine-protein kinase etk
BJKHBEAE_00422	CDS	1299	appA	3.1.3.-		Phytase AppA
BJKHBEAE_00423	CDS	93	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
BJKHBEAE_00424	CDS	1137	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
BJKHBEAE_00425	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
BJKHBEAE_00426	CDS	858				hypothetical protein
BJKHBEAE_00427	CDS	399	hyaE		COG1999	Hydrogenase-1 operon protein HyaE
BJKHBEAE_00428	CDS	588	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
BJKHBEAE_00429	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
BJKHBEAE_00430	CDS	1794	hyaB	1.12.99.6	COG0374	Hydrogenase-1 large chain
BJKHBEAE_00431	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
BJKHBEAE_00432	tRNA	88				tRNA-Ser(tga)
BJKHBEAE_00433	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
BJKHBEAE_00434	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
BJKHBEAE_00435	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
BJKHBEAE_00436	CDS	1176	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
BJKHBEAE_00437	CDS	318	hspQ		COG3785	Heat shock protein HspQ
BJKHBEAE_00438	CDS	414	yccU		COG1832	putative protein YccU
BJKHBEAE_00439	CDS	663				hypothetical protein
BJKHBEAE_00440	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
BJKHBEAE_00441	CDS	2055	helD	5.6.2.4	COG0210	DNA helicase IV
BJKHBEAE_00442	CDS	447	yccF		COG3304	Inner membrane protein YccF
BJKHBEAE_00443	CDS	2163	yccS		COG1289	Inner membrane protein YccS
BJKHBEAE_00444	CDS	630	sxy		COG3070	Protein Sxy
BJKHBEAE_00445	CDS	510	sulA		COG5404	Cell division inhibitor SulA
BJKHBEAE_00446	CDS	1041	ompA		COG2885	Outer membrane protein A
BJKHBEAE_00447	CDS	453	matP		COG3120	Macrodomain Ter protein
BJKHBEAE_00448	CDS	1761	lon_1	3.4.21.53		Lon protease
BJKHBEAE_00449	CDS	627	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
BJKHBEAE_00450	CDS	168	rmf		COG3130	Ribosome modulation factor
BJKHBEAE_00451	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
BJKHBEAE_00452	CDS	1641	pqiB		COG1463	Intermembrane transport protein PqiB
BJKHBEAE_00453	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
BJKHBEAE_00454	CDS	1908	uup	3.6.1.-	COG0488	ATP-binding protein Uup
BJKHBEAE_00455	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
BJKHBEAE_00456	CDS	1110	ycbX		COG0633	putative protein YcbX
BJKHBEAE_00457	CDS	543	zapC			Cell division protein ZapC
BJKHBEAE_00458	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
BJKHBEAE_00459	CDS	690	ycbF		COG3121	putative fimbrial chaperone YcbF
BJKHBEAE_00460	CDS	564	ycbV		COG3539	putative fimbrial-like protein YcbV
BJKHBEAE_00461	CDS	543	ycbU		COG3539	putative fimbrial-like protein YcbU
BJKHBEAE_00462	CDS	1071	elfG		COG3539	putative fimbrial-like protein ElfG
BJKHBEAE_00463	CDS	2601	elfC		COG3188	putative outer membrane usher protein ElfC
BJKHBEAE_00464	CDS	702	elfD		COG3121	putative fimbrial chaperone protein ElfD
BJKHBEAE_00465	CDS	540	elfA		COG3539	Fimbrial subunit ElfA
BJKHBEAE_00466	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
BJKHBEAE_00467	CDS	960	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
BJKHBEAE_00468	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
BJKHBEAE_00469	CDS	792	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
BJKHBEAE_00470	CDS	768	ssuB	7.6.2.14	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
BJKHBEAE_00471	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
BJKHBEAE_00472	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
BJKHBEAE_00473	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
BJKHBEAE_00474	CDS	1089	ompF		COG3203	Outer membrane porin F
BJKHBEAE_00475	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
BJKHBEAE_00476	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
BJKHBEAE_00477	CDS	549	mepK	3.4.-.-	COG3108	Peptidoglycan L,D-endopeptidase MepK
BJKHBEAE_00478	CDS	1848	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
BJKHBEAE_00479	CDS	4461	mukB		COG3096	Chromosome partition protein MukB
BJKHBEAE_00480	CDS	705	mukE		COG3095	Chromosome partition protein MukE
BJKHBEAE_00481	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
BJKHBEAE_00482	CDS	786	cmoM	2.1.1.-	COG2227	tRNA 5-carboxymethoxyuridine methyltransferase
BJKHBEAE_00483	CDS	780				hypothetical protein
BJKHBEAE_00484	CDS	894				hypothetical protein
BJKHBEAE_00485	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
BJKHBEAE_00486	CDS	183				hypothetical protein
BJKHBEAE_00487	CDS	1233	ycaQ	3.2.2.-	COG3214	Interstrand DNA cross-link repair glycosylase
BJKHBEAE_00488	CDS	987	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
BJKHBEAE_00489	CDS	1749	msbA	7.5.2.6	COG1132	ATP-dependent lipid A-core flippase
BJKHBEAE_00490	CDS	2265				hypothetical protein
BJKHBEAE_00491	CDS	285	ihfB		COG0776	Integration host factor subunit beta
BJKHBEAE_00492	CDS	1674	rpsA		COG0539	Small ribosomal subunit protein bS1
BJKHBEAE_00493	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
BJKHBEAE_00494	CDS	765	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
BJKHBEAE_00495	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
BJKHBEAE_00496	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
BJKHBEAE_00497	CDS	693				hypothetical protein
BJKHBEAE_00498	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
BJKHBEAE_00499	CDS	858	focA		COG2116	Formate channel FocA
BJKHBEAE_00500	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
BJKHBEAE_00501	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
BJKHBEAE_00502	CDS	591	azoR_1	1.7.1.17		FMN dependent NADH:quinone oxidoreductase
BJKHBEAE_00503	CDS	909	pgrR_1		COG0583	HTH-type transcriptional regulator PgrR
BJKHBEAE_00504	CDS	1431	ycaM		COG0531	Inner membrane transporter YcaM
BJKHBEAE_00505	CDS	1149	ycaD		COG0477	putative MFS-type transporter YcaD
BJKHBEAE_00506	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
BJKHBEAE_00507	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
BJKHBEAE_00508	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
BJKHBEAE_00509	CDS	2445	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
BJKHBEAE_00510	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
BJKHBEAE_00511	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
BJKHBEAE_00512	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
BJKHBEAE_00513	CDS	3990	ftsK		COG1178	DNA translocase FtsK
BJKHBEAE_00514	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
BJKHBEAE_00515	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
BJKHBEAE_00516	CDS	1767	cydD	7.4.2.-	COG4988	Glutathione/L-cysteine transport system ATP-binding/permease protein CydD
BJKHBEAE_00517	CDS	1722	cydC	7.4.2.-	COG4987	Glutathione/L-cysteine transport system ATP-binding/permease protein CydC
BJKHBEAE_00518	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
BJKHBEAE_00519	CDS	219	infA		COG0361	Translation initiation factor IF-1
BJKHBEAE_00520	tRNA	88				tRNA-Ser(gga)
BJKHBEAE_00521	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
BJKHBEAE_00522	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
BJKHBEAE_00523	CDS	225	cspD		COG1278	Cold shock-like protein CspD
BJKHBEAE_00524	CDS	1947	macB	7.6.2.-	COG0577	Macrolide export ATP-binding/permease protein MacB
BJKHBEAE_00525	CDS	1098	macA		COG0845	Macrolide export protein MacA
BJKHBEAE_00526	CDS	993				hypothetical protein
BJKHBEAE_00527	CDS	1659				hypothetical protein
BJKHBEAE_00528	CDS	696	aqpZ		COG0580	Aquaporin Z
BJKHBEAE_00529	CDS	900	lysO		COG2431	Lysine exporter LysO
BJKHBEAE_00530	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
BJKHBEAE_00531	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
BJKHBEAE_00532	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
BJKHBEAE_00533	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
BJKHBEAE_00534	CDS	1431				hypothetical protein
BJKHBEAE_00535	CDS	1014		1.1.1.51		3-beta-hydroxysteroid dehydrogenase
BJKHBEAE_00536	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
BJKHBEAE_00537	CDS	324				hypothetical protein
BJKHBEAE_00538	CDS	516	ybjP			putative lipoprotein YbjP
BJKHBEAE_00539	CDS	729	artP	7.4.2.1	COG1126	Arginine transport ATP-binding protein ArtP
BJKHBEAE_00540	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
BJKHBEAE_00541	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
BJKHBEAE_00542	CDS	669	artM		COG4160	Arginine ABC transporter permease protein ArtM
BJKHBEAE_00543	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
BJKHBEAE_00544	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
BJKHBEAE_00545	CDS	489	ybjO			Inner membrane protein YbjO
BJKHBEAE_00546	CDS	846	potI		COG1177	Putrescine transport system permease protein PotI
BJKHBEAE_00547	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
BJKHBEAE_00548	CDS	1134	potG	7.6.2.16	COG3842	Putrescine transport ATP-binding protein PotG
BJKHBEAE_00549	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein PotF
BJKHBEAE_00550	CDS	477	ybjN			putative protein YbjN
BJKHBEAE_00551	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein bS6--L-glutamate ligase
BJKHBEAE_00552	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
BJKHBEAE_00553	CDS	288				hypothetical protein
BJKHBEAE_00554	CDS	258	grxA		COG0695	Glutaredoxin 1
BJKHBEAE_00555	CDS	378	ybjM			Inner membrane protein YbjM
BJKHBEAE_00556	CDS	1686	aspT_1			Aspartate/alanine antiporter
BJKHBEAE_00557	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
BJKHBEAE_00558	CDS	1128	ybjJ		COG0738	Inner membrane protein YbjJ
BJKHBEAE_00559	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
BJKHBEAE_00560	CDS	279				hypothetical protein
BJKHBEAE_00561	CDS	1233	mdfA		COG2814	Multidrug transporter MdfA
BJKHBEAE_00562	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
BJKHBEAE_00563	CDS	759	deoR_1		COG1349	Deoxyribose operon repressor
BJKHBEAE_00564	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
BJKHBEAE_00565	CDS	627	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
BJKHBEAE_00566	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
BJKHBEAE_00567	CDS	384				hypothetical protein
BJKHBEAE_00568	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein uS12 methylthiotransferase RimO
BJKHBEAE_00569	CDS	1329				hypothetical protein
BJKHBEAE_00570	CDS	2349	pdeI	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeI
BJKHBEAE_00571	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
BJKHBEAE_00572	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
BJKHBEAE_00573	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
BJKHBEAE_00574	CDS	1872	gsiA	7.4.2.10	COG4172	Glutathione import ATP-binding protein GsiA
BJKHBEAE_00575	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
BJKHBEAE_00576	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
BJKHBEAE_00577	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
BJKHBEAE_00578	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
BJKHBEAE_00579	CDS	900	islB_1	1.97.1.-	COG1180	Isethionate sulfite-lyase activating enzyme
BJKHBEAE_00580	CDS	2433	ybiW	4.2.1.-	COG1882	putative dehydratase YbiW
BJKHBEAE_00581	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
BJKHBEAE_00582	CDS	1266	ybiU			putative protein YbiU
BJKHBEAE_00583	CDS	1593	ybiT		COG0488	putative ATP-binding protein YbiT
BJKHBEAE_00584	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
BJKHBEAE_00585	CDS	1119	ybiR		COG1055	Inner membrane protein YbiR
BJKHBEAE_00586	CDS	468	mntR		COG1321	Transcriptional regulator MntR
BJKHBEAE_00587	CDS	129	mntS			Small protein MntS
BJKHBEAE_00588	CDS	1584	opgE_1	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
BJKHBEAE_00589	CDS	516	ompX		COG3637	Outer membrane protein X
BJKHBEAE_00590	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
BJKHBEAE_00591	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
BJKHBEAE_00592	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
BJKHBEAE_00593	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
BJKHBEAE_00594	CDS	723	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
BJKHBEAE_00595	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
BJKHBEAE_00596	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
BJKHBEAE_00597	CDS	261	mcbA			putative protein McbA
BJKHBEAE_00598	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
BJKHBEAE_00599	CDS	675		1.14.11.-		PKHD-type hydroxylase
BJKHBEAE_00600	CDS	267	ybiI		COG1734	putative protein YbiI
BJKHBEAE_00601	CDS	261	bhsA_1			Multiple stress resistance protein BhsA
BJKHBEAE_00602	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
BJKHBEAE_00603	CDS	963	ybiB		COG0547	putative protein YbiB
BJKHBEAE_00604	CDS	2286	dinG	5.6.2.3	COG1199	ATP-dependent DNA helicase DinG
BJKHBEAE_00605	CDS	450	ybiA_1	3.2.2.-	COG3236	N-glycosidase YbiA
BJKHBEAE_00606	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
BJKHBEAE_00607	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
BJKHBEAE_00608	CDS	996				hypothetical protein
BJKHBEAE_00609	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
BJKHBEAE_00610	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
BJKHBEAE_00611	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
BJKHBEAE_00612	CDS	411	ybhQ			Inner membrane protein YbhQ
BJKHBEAE_00613	CDS	762				hypothetical protein
BJKHBEAE_00614	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
BJKHBEAE_00615	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
BJKHBEAE_00616	CDS	714				hypothetical protein
BJKHBEAE_00617	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
BJKHBEAE_00618	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
BJKHBEAE_00619	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
BJKHBEAE_00620	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
BJKHBEAE_00621	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
BJKHBEAE_00622	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
BJKHBEAE_00623	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
BJKHBEAE_00624	CDS	2022	uvrB		COG0556	UvrABC system protein B
BJKHBEAE_00625	CDS	678	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
